Entity,Code,Day,05-09,10-14,15-17,18-24 ,25-49,50-59,60-69,70-79,80+,people_vaccinated_per_hundred
Luxembourg,LUX,7/23/2021,,0.03,0.47,18.4,53.15,76.63,80.3,82.41,92.02,2.29
Luxembourg,LUX,7/30/2021,,0.52,4.54,32.75,58.93,77.18,80.66,82.67,92.22,2.33
Luxembourg,LUX,08-06-2021,,4.79,28.78,46.96,60.97,77.59,80.94,82.89,92.39,2.37
Luxembourg,LUX,8/13/2021,,13.96,41.3,50.59,61.98,78.03,81.33,83.17,92.63,2.41
Luxembourg,LUX,8/20/2021,,16.45,45.41,52.52,62.83,78.49,81.67,83.52,92.81,2.46
Luxembourg,LUX,8/27/2021,,18.92,48.32,54.05,63.52,78.9,81.92,83.83,92.93,2.47
Luxembourg,LUX,09-03-2021,,20.28,50.29,55.29,64.25,79.3,82.21,84.09,93.14,2.48
Luxembourg,LUX,09-10-2021,,21.24,51.58,56.27,64.9,79.67,82.5,84.32,93.3,2.52
Luxembourg,LUX,9/17/2021,,22.22,53.21,57.06,65.4,79.97,82.73,84.56,93.48,2.57
Luxembourg,LUX,9/24/2021,,23.49,55.05,57.88,65.9,80.28,82.98,84.76,93.68,2.62
Luxembourg,LUX,10-01-2021,,25.13,57.51,58.72,66.33,80.53,83.18,84.95,93.91,2.68
Luxembourg,LUX,10-08-2021,,26.77,59.78,59.51,66.77,80.81,83.42,85.11,94.13,2.74
Luxembourg,LUX,10/15/2021,,27.97,61.33,60.34,67.25,81.1,83.61,85.31,94.3,2.75
Luxembourg,LUX,10/22/2021,,28.92,62.54,60.93,67.71,81.36,83.83,85.45,94.44,2.76
Luxembourg,LUX,10/29/2021,,29.65,63.43,61.44,68.08,81.54,83.98,85.6,94.6,2.82
Luxembourg,LUX,11-05-2021,,30.23,64.12,61.95,68.45,81.76,84.09,85.74,94.73,2.91
Luxembourg,LUX,11-12-2021,,31.06,65.32,62.68,68.99,82.05,84.34,85.94,94.92,3
Luxembourg,LUX,11/19/2021,,33.23,68.06,63.82,69.68,82.43,84.63,86.12,95.09,3.11
Luxembourg,LUX,11/26/2021,,35.54,70.9,65.16,70.4,82.85,84.88,86.35,95.28,3.22
Luxembourg,LUX,12-03-2021,,36.65,72.15,66.29,71.21,83.21,85.13,86.53,95.44,3.24
Luxembourg,LUX,12-10-2021,,37.79,73.5,67.34,71.91,83.59,85.35,86.69,95.59,3.25
Luxembourg,LUX,12/17/2021,,38.81,74.75,68.16,72.55,83.89,85.58,86.88,95.81,3.35
Luxembourg,LUX,12/24/2021,0,39.28,75.42,68.87,72.95,84.09,85.71,86.98,95.92,3.47
Luxembourg,LUX,12/31/2021,0,39.81,76.2,69.64,73.48,84.38,85.87,87.12,96,3.6
Luxembourg,LUX,01-07-2022,0.01,40.91,77.5,70.89,74.6,85.04,86.15,87.33,96.21,3.76
Luxembourg,LUX,1/14/2022,0.01,41.73,78.53,71.94,75.66,85.59,86.39,87.47,96.39,3.91
Luxembourg,LUX,1/21/2022,0.74,43.03,79.42,72.66,76.24,85.9,86.55,87.59,96.5,3.94
Luxembourg,LUX,1/28/2022,2.65,45.1,80.17,73.11,76.56,86.08,86.64,87.65,96.59,3.96
Luxembourg,LUX,02-04-2022,5.11,47.45,80.8,73.56,76.88,86.25,86.75,87.73,96.68,4.15
Luxembourg,LUX,02-11-2022,7.92,49.47,81.31,74.06,77.2,86.44,86.86,87.81,96.79,4.4
Luxembourg,LUX,2/18/2022,9.14,50.55,81.7,74.33,77.37,86.52,86.95,87.86,96.85,4.69
Luxembourg,LUX,2/25/2022,10.8,51.76,81.98,74.49,77.48,86.6,87.01,87.92,96.95,5
Luxembourg,LUX,03-04-2022,11.78,52.75,82.15,74.61,77.55,86.64,87.06,87.96,97.06,5.27
Luxembourg,LUX,03-11-2022,12.76,53.57,82.29,74.68,77.6,86.66,87.08,87.98,97.11,5.38
Luxembourg,LUX,3/18/2022,13.82,54.52,82.39,74.72,77.62,86.67,87.1,88.01,97.14,5.49
Luxembourg,LUX,3/25/2022,14.4,55,82.46,74.75,77.64,86.68,87.12,88.01,97.16,5.77
Luxembourg,LUX,04-01-2022,14.8,55.43,82.5,74.78,77.67,86.72,87.14,88.04,97.18,6.11
Luxembourg,LUX,04-08-2022,15.04,55.65,82.52,74.79,77.69,86.75,87.16,88.06,97.19,6.49
Luxembourg,LUX,4/15/2022,15.21,55.8,82.57,74.81,77.7,86.76,87.17,88.07,97.19,6.91
Luxembourg,LUX,4/22/2022,15.36,55.9,82.57,74.82,77.71,86.77,87.18,88.08,97.2,7.27
Luxembourg,LUX,4/29/2022,15.49,56.01,82.58,74.83,77.73,86.78,87.19,88.09,97.21,7.43
Luxembourg,LUX,05-06-2022,15.59,56.14,82.62,74.84,77.74,86.79,87.2,88.1,97.22,7.54
Luxembourg,LUX,5/13/2022,15.7,56.26,82.62,74.84,77.75,86.8,87.2,88.1,97.22,7.81
Luxembourg,LUX,5/20/2022,15.74,56.35,82.63,74.85,77.76,86.81,87.22,88.1,97.23,8.17
Luxembourg,LUX,5/27/2022,15.79,56.41,82.65,74.86,77.77,86.81,87.23,88.11,97.24,8.52
Luxembourg,LUX,06-03-2022,15.88,56.5,82.67,74.87,77.78,86.82,87.24,88.11,97.25,8.88
Luxembourg,LUX,06-10-2022,15.93,56.61,82.69,74.88,77.79,86.82,87.24,88.11,97.25,9.2
Luxembourg,LUX,6/17/2022,16.02,56.67,82.7,74.9,77.8,86.83,87.25,88.12,97.25,9.34
Luxembourg,LUX,6/24/2022,16.09,56.74,82.73,74.91,77.81,86.83,87.25,88.12,97.25,9.41
Luxembourg,LUX,07-01-2022,16.21,56.9,82.76,74.92,77.81,86.84,87.25,88.13,97.27,9.64
Luxembourg,LUX,07-08-2022,16.25,56.96,82.78,74.94,77.82,86.85,87.26,88.14,97.27,9.89
Luxembourg,LUX,7/15/2022,16.34,57.06,82.8,74.95,77.83,86.85,87.27,88.15,97.27,10.14
Luxembourg,LUX,7/19/2022,16.34,57.06,82.8,74.95,77.83,86.85,87.27,88.15,97.27,10.38
Malta,MLT,1/15/2021,,,,0.01,0.02,0.03,0.01,0,0.03,10.61
Malta,MLT,1/22/2021,,,,0.15,0.44,0.6,0.21,0.05,0.48,10.69
Malta,MLT,1/29/2021,,,,0.43,1.14,1.71,0.74,0.32,2.05,10.75
Malta,MLT,02-05-2021,,,,0.84,2.05,2.92,1.32,0.73,16.17,10.92
Malta,MLT,02-12-2021,,,,1.12,2.23,4.4,1.94,1.38,28.41,11.15
Malta,MLT,2/19/2021,,,,1.46,3.08,5.78,2.55,1.92,34.06,11.37
Malta,MLT,2/26/2021,,,,1.85,3.91,6.99,3.26,2.5,47.82,11.61
Malta,MLT,03-05-2021,,,,2.3,4.58,7.78,3.69,2.92,62.67,11.67
Malta,MLT,03-12-2021,,,,2.72,5.23,8.91,5.39,4.92,71.29,11.71
Malta,MLT,3/19/2021,,,,3.26,5.95,10.78,8.2,8.57,74.74,11.73
Malta,MLT,3/26/2021,,,,3.5,6.55,13.48,9.06,12.92,76.38,11.76
Malta,MLT,04-02-2021,,,,3.92,7.34,14.19,10.06,20.23,82.27,11.91
Malta,MLT,04-09-2021,,,,4.48,7.97,14.99,11.57,36.06,88.81,12.13
Malta,MLT,4/16/2021,,,,6.3,9.56,16.72,13.1,60.93,91.76,12.49
Malta,MLT,4/23/2021,,,,9.22,12.79,18.84,19.74,69.41,92.36,12.86
Malta,MLT,4/30/2021,,,,9.82,14.2,21.1,22.65,76.73,93.21,13
Malta,MLT,05-07-2021,,,,10.58,16.36,23.15,25.76,83.85,93.93,13.09
Malta,MLT,5/14/2021,,,,12.68,21.73,32.3,33.47,90.82,95.12,13.45
Malta,MLT,5/21/2021,,,,21.31,32.12,40.39,49.49,92.75,95.52,13.79
Malta,MLT,5/28/2021,,,,25.9,43.73,45.94,58.94,93.22,95.76,14.15
Malta,MLT,06-04-2021,,,,28.88,51.62,48.52,64.8,94.15,95.97,14.6
Malta,MLT,06-11-2021,,,,38.67,55.97,50.58,79.79,96.48,96.15,15.01
Malta,MLT,6/18/2021,,,,46.52,59.93,57.95,87.71,97.78,96.31,15.17
Malta,MLT,6/25/2021,,,,56.44,63.97,69.87,89.44,98.09,96.55,15.29
Malta,MLT,07-02-2021,,,,64.09,70.15,81.39,91.06,98.32,99.74,15.7
Malta,MLT,07-09-2021,,,,68.58,74.22,83.66,91.49,98.49,99.88,16.1
Malta,MLT,7/16/2021,,,,69.9,76.13,84.52,91.73,98.59,99.98,16.54
Malta,MLT,7/23/2021,,,,73.13,79.18,85.5,91.98,98.71,100.14,17.05
Malta,MLT,7/30/2021,,,,76.3,81.3,86.31,92.3,98.82,100.3,17.52
Malta,MLT,08-06-2021,,,,80.7,83.87,87.15,92.53,98.92,100.54,17.69
Malta,MLT,8/13/2021,,,,83.08,85.36,87.67,92.69,98.99,100.65,17.82
Malta,MLT,8/20/2021,,,,84.22,86.08,87.97,92.78,99.05,100.73,18.29
Malta,MLT,8/27/2021,,,,84.52,86.41,88.06,92.83,99.07,100.77,18.74
Malta,MLT,09-03-2021,,,,84.66,86.55,88.1,92.86,99.09,100.84,19.29
Malta,MLT,09-10-2021,,,,84.98,86.78,88.15,92.87,99.11,100.86,19.9
Malta,MLT,9/17/2021,,,,85.5,87.16,88.28,92.92,99.14,100.87,20.48
Malta,MLT,9/24/2021,,,,86.2,87.65,88.45,92.95,99.17,100.92,20.66
Malta,MLT,10-01-2021,,,,86.7,88.02,88.57,92.97,99.22,100.98,20.84
Malta,MLT,10-08-2021,,,,87.22,88.37,88.71,93,99.25,101.03,21.47
Malta,MLT,10/15/2021,,,,87.67,88.65,88.82,93.03,99.27,101.04,22.09
Malta,MLT,10/22/2021,,,,87.99,88.87,88.89,93.05,99.29,101.09,22.77
Malta,MLT,10/29/2021,,,,88.4,89.2,89,93.09,99.32,101.15,23.52
Malta,MLT,11-05-2021,,,,88.9,89.45,89.07,93.11,99.35,101.16,24.24
Malta,MLT,11-12-2021,,,,89.21,89.69,89.16,93.14,99.37,101.18,24.52
Malta,MLT,11/19/2021,,,,89.46,89.91,89.24,93.18,99.38,101.21,24.74
Malta,MLT,11/26/2021,,,,89.67,90.07,89.3,93.2,99.38,101.22,25.42
Malta,MLT,12-03-2021,,,,89.95,90.33,89.38,93.25,99.4,101.25,26.13
Malta,MLT,12-10-2021,,,,90.23,90.62,89.49,93.3,99.64,101.26,26.88
Malta,MLT,12/17/2021,,,,90.44,90.81,89.55,93.32,99.65,101.28,27.66
Malta,MLT,12/24/2021,,,,90.58,90.94,89.58,93.34,99.65,101.31,28.4
Malta,MLT,12/31/2021,,,,90.69,91.07,89.65,93.37,99.67,101.32,28.7
Malta,MLT,01-07-2022,,,,90.79,91.17,89.68,93.39,99.68,101.33,28.94
Malta,MLT,1/14/2022,,,,91,91.34,89.77,93.43,99.71,101.34,29.62
Malta,MLT,1/21/2022,,,,91.27,91.55,89.86,93.47,99.72,101.36,30.29
Malta,MLT,1/28/2022,,,,91.59,91.81,90,93.52,99.73,101.4,31.01
Malta,MLT,02-04-2022,,,,91.7,91.93,90.03,93.54,99.74,101.42,31.72
Malta,MLT,02-11-2022,,,,91.9,92.2,90.13,93.58,99.77,101.45,32.36
Malta,MLT,2/18/2022,,,,92.15,92.43,90.23,93.61,99.78,101.47,32.66
Malta,MLT,2/25/2022,,,,92.3,92.56,90.26,93.62,99.79,101.48,32.87
Malta,MLT,03-04-2022,,,,92.4,92.63,90.28,93.62,99.8,101.49,33.31
Malta,MLT,03-11-2022,,,,92.44,92.68,90.3,93.63,99.8,101.5,33.8
Malta,MLT,3/18/2022,,,,92.48,92.71,90.3,93.63,99.81,101.51,34.43
Malta,MLT,3/25/2022,,,,92.53,92.74,90.31,93.63,99.81,101.51,35
Malta,MLT,04-01-2022,,,,92.56,92.78,90.32,93.64,99.81,101.51,35.58
Malta,MLT,04-08-2022,,,,92.58,92.8,90.33,93.64,99.81,101.51,35.85
Malta,MLT,4/15/2022,,,,92.62,92.83,90.34,93.65,99.82,101.52,36.06
Malta,MLT,4/22/2022,,,,92.64,92.85,90.34,93.65,99.82,101.53,36.58
Malta,MLT,4/29/2022,,,,92.66,92.86,90.35,93.65,99.82,101.53,37.13
Malta,MLT,05-06-2022,,,,92.67,92.88,90.36,93.66,99.83,101.54,37.72
Malta,MLT,5/13/2022,,,,92.69,92.89,90.36,93.67,99.83,101.55,38.26
Malta,MLT,5/20/2022,,,,92.7,92.91,90.36,93.67,99.83,101.55,38.85
Malta,MLT,5/27/2022,,,,92.71,92.91,90.36,93.67,99.83,101.55,39.17
Malta,MLT,06-03-2022,,,,92.71,92.92,90.36,93.67,99.84,101.56,39.42
Malta,MLT,06-10-2022,,,,92.72,92.93,90.37,93.68,99.84,101.56,40.01
Malta,MLT,6/17/2022,,,,92.73,92.93,90.37,93.68,99.85,101.57,40.61
Malta,MLT,6/24/2022,,,,92.74,92.94,90.38,93.69,99.86,101.58,41.16
Malta,MLT,07-01-2022,,,,92.75,92.94,90.39,93.69,99.87,101.58,41.67
Malta,MLT,07-08-2022,,,,92.76,92.95,90.4,93.69,99.87,101.59,42.15
Malta,MLT,01-01-2021,,,,0,0,0,0,,,42.45
Malta,MLT,01-08-2021,,,,0,0,0,0,0,0.01,42.67
Netherlands,NLD,01-08-2021,,,0,0,0,0,0,0,0,43.08
Netherlands,NLD,1/15/2021,,,0,0,0,0,0,0,0,43.49
Netherlands,NLD,1/22/2021,,0,0,0,0,0,0,0,0,43.89
Netherlands,NLD,1/29/2021,,0,0,0.09,0.25,0.2,0.11,0,0.01,44.26
Netherlands,NLD,02-05-2021,,0,0,0.28,0.62,0.67,0.45,0.02,0.03,44.66
Netherlands,NLD,02-12-2021,,0,0,0.76,1.14,1.71,1.26,0.15,0.3,44.86
Netherlands,NLD,2/19/2021,,0,0,1.19,1.6,2.57,1.91,0.18,0.34,45.02
Netherlands,NLD,2/26/2021,,0,0,1.54,2.02,3.29,2.58,0.65,2.73,45.32
Netherlands,NLD,03-05-2021,,0,0.01,1.68,2.31,3.63,2.94,0.99,5.71,45.63
Netherlands,NLD,03-12-2021,,0,0.01,1.71,2.35,3.69,3.02,1.02,13.98,45.93
Netherlands,NLD,3/19/2021,,0,0.01,1.75,2.39,3.74,3.09,1.06,26.36,46.21
Netherlands,NLD,3/26/2021,,0,0.01,1.82,2.49,3.86,3.25,1.22,35.86,46.5
Netherlands,NLD,04-02-2021,,0,0.01,1.92,2.64,4.04,3.49,1.45,46.33,46.65
Netherlands,NLD,04-09-2021,,0,0.01,1.98,2.72,4.13,3.71,1.64,58.6,46.78
Netherlands,NLD,4/16/2021,,0,0.01,2.03,2.81,4.23,4.08,2.19,66.8,47.04
Netherlands,NLD,4/23/2021,,0,0.01,2.15,3.03,4.55,4.7,4.5,72.9,47.31
Netherlands,NLD,4/30/2021,,0,0.01,2.41,3.5,5.19,5.32,7.06,75.65,47.57
Netherlands,NLD,05-07-2021,,0,0.01,2.87,4.17,6.14,6.69,15.25,78.49,47.79
Netherlands,NLD,5/14/2021,,0,0.02,3.38,4.91,7.09,8.5,26.65,80.19,48.04
Netherlands,NLD,5/21/2021,,0,0.02,3.78,5.59,7.91,11.67,47.69,81.93,48.11
Netherlands,NLD,5/28/2021,,0,0.04,4.35,6.36,11.92,15.32,68.49,83.19,48.18
Netherlands,NLD,06-04-2021,,0,0.06,4.85,7.56,16.88,25.59,82.94,83.84,48.25
Netherlands,NLD,06-11-2021,,0,0.1,5.63,8.75,20.34,40.76,87.13,84.6,48.3
Netherlands,NLD,6/18/2021,,0,0.12,7.11,10.86,27.71,53.48,89.18,85.43,48.54
Netherlands,NLD,6/25/2021,,0,0.13,11.47,14.23,36.99,62.62,89.97,86.03,48.79
Netherlands,NLD,07-02-2021,,0,0.16,17.03,17.06,46.43,71.82,90.49,86.58,49.05
Netherlands,NLD,07-09-2021,,0,0.19,19.95,19.93,55.97,77.04,90.83,86.96,49.14
Netherlands,NLD,7/16/2021,,0.01,0.24,21.43,28.37,70.03,81.03,91.25,87.35,49.22
Netherlands,NLD,7/23/2021,,0.02,0.31,22.51,37.11,75.39,83.36,91.48,87.6,49.48
Netherlands,NLD,7/30/2021,,0.38,2.18,24.8,46.67,77.22,84.92,91.66,87.76,49.72
Netherlands,NLD,08-06-2021,,1.58,6.59,32.36,56.32,78.33,85.71,91.87,87.9,49.96
Netherlands,NLD,8/13/2021,,5.09,19.53,48.45,60.74,79.14,86.35,92.1,88.05,50.23
Netherlands,NLD,8/20/2021,,9.4,29.78,51.2,61.92,79.48,86.66,92.19,88.11,50.49
Netherlands,NLD,8/27/2021,,14.8,38.91,52.85,62.86,79.82,86.91,92.29,88.19,50.58
Netherlands,NLD,09-03-2021,,18.6,44.36,54.07,63.64,80.12,87.1,92.38,88.25,50.65
Netherlands,NLD,09-10-2021,,20.18,46.32,54.96,64.17,80.32,87.21,92.43,88.29,50.87
Netherlands,NLD,9/17/2021,,21.67,48.28,55.92,64.76,80.54,87.34,92.5,88.33,51.07
Netherlands,NLD,9/24/2021,,22.84,49.85,56.75,65.3,80.75,87.45,92.56,88.38,51.29
Netherlands,NLD,10-01-2021,,23.87,51.13,57.46,65.74,80.92,87.55,92.61,88.42,51.5
Netherlands,NLD,10-08-2021,,24.93,52.56,58.15,66.18,81.08,87.64,92.66,88.46,51.72
Netherlands,NLD,10/15/2021,,25.88,53.86,58.78,66.6,81.25,87.73,92.72,88.51,51.79
Netherlands,NLD,10/22/2021,,26.71,55.03,59.34,66.97,81.39,87.81,92.77,88.56,51.85
Netherlands,NLD,10/29/2021,,27.49,56.03,59.93,67.37,81.55,87.9,92.83,88.6,52.07
Netherlands,NLD,11-05-2021,,28.03,56.71,60.5,67.76,81.71,87.99,92.88,88.64,52.28
Netherlands,NLD,11-12-2021,,28.64,57.41,61.01,68.1,81.88,88.09,92.94,88.69,52.48
Netherlands,NLD,11/19/2021,,29.23,58.1,61.53,68.45,82.05,88.19,93.01,88.74,52.68
Netherlands,NLD,11/26/2021,,29.93,58.99,62.17,68.91,82.26,88.3,93.09,88.82,52.89
Netherlands,NLD,12-03-2021,,30.69,59.87,62.82,69.34,82.45,88.41,93.17,88.89,52.98
Netherlands,NLD,12-10-2021,,31.39,60.65,63.48,69.76,82.63,88.51,93.25,88.97,53.04
Netherlands,NLD,12/17/2021,,31.94,61.19,64,70.09,82.79,88.62,93.35,89.04,53.21
Netherlands,NLD,12/24/2021,,32.26,61.53,64.3,70.27,82.89,88.72,93.42,89.09,53.38
Netherlands,NLD,12/31/2021,,32.6,61.83,64.53,70.44,83,88.79,93.47,89.13,53.53
Netherlands,NLD,01-07-2022,,32.99,62.17,64.82,70.62,83.09,88.84,93.51,89.16,53.68
Netherlands,NLD,1/14/2022,,33.25,62.41,65.06,70.77,83.18,88.87,93.53,89.18,53.84
Netherlands,NLD,1/21/2022,0,33.48,62.62,65.25,70.89,83.23,88.9,93.55,89.21,53.89
Netherlands,NLD,1/28/2022,0,33.79,62.92,65.42,70.98,83.26,88.91,93.56,89.22,53.93
Netherlands,NLD,02-04-2022,0,34.02,63.19,65.58,71.06,83.29,88.93,93.57,89.23,54.05
Netherlands,NLD,02-11-2022,0,34.18,63.38,65.7,71.13,83.31,88.94,93.57,89.24,54.16
Netherlands,NLD,2/18/2022,0,34.27,63.45,65.76,71.16,83.33,88.94,93.58,89.25,54.26
Netherlands,NLD,2/25/2022,0.01,34.34,63.5,65.8,71.19,83.34,88.95,93.59,89.26,54.37
Netherlands,NLD,03-04-2022,0.01,34.39,63.54,65.83,71.21,83.35,88.96,93.59,89.26,54.47
Netherlands,NLD,03-11-2022,0.01,34.42,63.56,65.85,71.23,83.35,88.96,93.59,89.27,54.5
Netherlands,NLD,3/18/2022,0.16,34.65,63.58,65.87,71.24,83.36,88.96,93.6,89.27,54.53
Netherlands,NLD,3/25/2022,1.04,35.41,63.61,65.89,71.25,83.36,88.96,93.6,89.28,54.62
Netherlands,NLD,04-01-2022,1.58,35.78,63.64,65.91,71.26,83.36,88.97,93.6,89.28,54.71
Netherlands,NLD,04-08-2022,1.81,35.95,63.68,65.93,71.28,83.37,88.97,93.6,89.29,54.79
Netherlands,NLD,4/15/2022,1.91,36.05,63.71,65.95,71.29,83.37,88.97,93.61,89.29,54.89
Netherlands,NLD,4/22/2022,1.98,36.12,63.73,65.96,71.29,83.38,88.98,93.61,89.3,54.99
Netherlands,NLD,4/29/2022,2,36.16,63.76,65.98,71.3,83.38,88.98,93.61,89.3,55.02
Netherlands,NLD,05-06-2022,2.03,36.2,63.78,65.99,71.31,83.38,88.98,93.61,89.3,55.04
Netherlands,NLD,5/13/2022,2.05,36.24,63.79,66.01,71.32,83.39,88.98,93.61,89.3,55.14
Netherlands,NLD,5/20/2022,2.07,36.29,63.81,66.02,71.32,83.39,88.98,93.61,89.3,55.23
Netherlands,NLD,5/27/2022,2.09,36.34,63.83,66.03,71.33,83.39,88.99,93.61,89.3,55.31
Netherlands,NLD,06-03-2022,2.11,36.39,63.86,66.05,71.34,83.39,88.99,93.61,89.3,55.39
Netherlands,NLD,06-10-2022,2.13,36.45,63.89,66.07,71.35,83.4,88.99,93.62,89.3,55.49
Netherlands,NLD,6/17/2022,2.15,36.53,63.92,66.08,71.35,83.4,88.99,93.62,89.3,55.51
Netherlands,NLD,6/24/2022,2.18,36.63,63.96,66.11,71.36,83.4,88.99,93.62,89.3,55.54
Netherlands,NLD,07-01-2022,2.2,36.72,64.01,66.12,71.37,83.41,88.99,93.62,89.31,55.61
Netherlands,NLD,07-08-2022,2.23,36.81,64.05,66.14,71.38,83.41,88.99,93.62,89.31,55.69
Norway,NOR,01-08-2021,,,,0,0,0,0,0,0,55.74
Norway,NOR,1/15/2021,,,,0,0,0,0,0,0,55.81
Norway,NOR,1/22/2021,,,,0,0.01,0.01,0.03,0.09,0.57,55.89
Norway,NOR,1/29/2021,,,,0.02,0.06,0.09,0.24,0.82,6.21,55.91
Norway,NOR,02-05-2021,,,,0.14,0.49,0.52,0.59,1.36,11.13,55.93
Norway,NOR,02-12-2021,,,,0.26,0.96,0.94,0.92,1.7,15.85,55.99
Norway,NOR,2/19/2021,,,,0.39,1.24,1.24,1.17,2.02,24.09,56.03
Norway,NOR,2/26/2021,,,,0.56,1.63,1.72,1.55,3.43,43.91,56.09
Norway,NOR,03-05-2021,,,,0.68,1.91,2.09,1.84,5.19,57.23,56.15
Norway,NOR,03-12-2021,,,,0.81,2.15,2.37,2.1,8.17,68.7,56.22
Norway,NOR,3/19/2021,,,,0.85,2.21,2.45,2.2,8.47,69.68,56.24
Norway,NOR,3/26/2021,,,,0.87,2.26,2.52,2.37,9.09,71.39,56.25
Norway,NOR,04-02-2021,,,,0.9,2.3,2.58,2.52,10.21,74.89,56.3
Norway,NOR,04-09-2021,,,,0.95,2.35,2.66,2.66,11.3,76.94,56.35
Norway,NOR,4/16/2021,,,,0.99,2.41,2.75,2.77,11.66,77.28,56.4
Norway,NOR,4/23/2021,,,,1.07,2.54,3.02,3.07,11.95,77.71,56.45
Norway,NOR,4/30/2021,,,,1.22,2.82,3.47,3.72,19.15,85.14,56.51
Norway,NOR,05-07-2021,,,,1.59,3.5,4.38,5.11,34.73,88.59,56.52
Norway,NOR,5/14/2021,,,,2.25,4.78,6.14,7.56,47.2,89.65,56.53
Norway,NOR,5/21/2021,,,,3.48,6.87,9.65,13.62,67.87,90.47,56.57
Norway,NOR,5/28/2021,,,,4.9,8.76,13.53,27.17,85.05,91.1,56.61
Norway,NOR,06-04-2021,,,,5.98,10.19,17.08,43.35,91.32,91.54,56.65
Norway,NOR,06-11-2021,,,,6.8,11.77,22.77,56.58,93.61,91.85,56.7
Norway,NOR,6/18/2021,,,,7.55,13.42,26.64,62.56,94.55,92.12,56.75
Norway,NOR,6/25/2021,,,,8.34,14.94,29.93,67,95.11,92.33,56.76
Norway,NOR,07-02-2021,,,,8.68,15.43,30.92,67.99,95.34,92.43,56.77
Norway,NOR,07-09-2021,,,,9.04,15.97,31.94,69.13,95.54,92.53,56.81
Norway,NOR,7/16/2021,,,,10.19,17.79,35.05,72.35,95.84,92.67,56.81
Norway,NOR,7/23/2021,,,,11.44,19.13,37.86,74.33,96.03,92.78,56.85
Norway,NOR,7/30/2021,,,,13.61,20.7,41.34,76.45,96.18,92.87,56.89
Norway,NOR,08-06-2021,,,,17.81,23.58,47.89,80.35,96.34,92.96,56.93
Norway,NOR,8/13/2021,,,,24.59,28.86,61.54,86.84,96.49,93.06,56.94
Norway,NOR,8/20/2021,,,,34.38,38.64,75.49,90.18,96.63,93.15,56.94
Norway,NOR,8/27/2021,,,,52.2,53.58,84.25,92.38,96.79,93.25,56.97
Norway,NOR,09-03-2021,,,,63.46,64.84,87.13,93.17,96.93,93.35,57
Norway,NOR,09-10-2021,,,,70.84,71.24,88.66,93.67,97.04,93.43,57.04
Norway,NOR,9/17/2021,,,,74.44,74.67,89.56,93.97,97.14,93.5,57.07
Norway,NOR,9/24/2021,,,,76.64,76.99,90.16,94.2,97.23,93.58,57.11
Norway,NOR,10-01-2021,,,,78.41,78.85,90.6,94.4,97.32,93.65,57.12
Norway,NOR,10-08-2021,,,,79.36,79.89,90.85,94.52,97.41,93.73,57.13
Norway,NOR,10/15/2021,,,,79.97,80.47,91.01,94.62,97.46,93.87,57.16
Norway,NOR,10/22/2021,,,,80.49,80.99,91.15,94.7,97.51,93.98,57.19
Norway,NOR,10/29/2021,,,,80.93,81.44,91.29,94.78,97.56,94.06,57.22
Norway,NOR,11-05-2021,,,,81.29,81.83,91.4,94.87,97.64,94.21,57.25
Norway,NOR,11-12-2021,,,,81.62,82.15,91.51,94.96,97.79,94.43,57.3
Norway,NOR,11/19/2021,,,,81.92,82.44,91.61,95.05,97.94,94.66,57.32
Norway,NOR,11/26/2021,,,,82.25,82.74,91.73,95.16,98.11,94.86,57.33
Norway,NOR,12-03-2021,,,,82.57,83.02,91.86,95.31,98.26,95.01,57.37
Norway,NOR,12-10-2021,,,,82.9,83.35,92.06,95.52,98.4,95.11,57.4
Norway,NOR,12/17/2021,,,,83.36,83.83,92.49,95.83,98.54,95.23,57.45
Norway,NOR,12/24/2021,,,,83.68,84.08,92.78,95.99,98.58,95.28,57.52
Norway,NOR,12/31/2021,,,,83.86,84.23,92.93,96.06,98.6,95.3,57.62
Norway,NOR,01-07-2022,,,,84.45,84.78,93.29,96.22,98.67,95.38,57.65
Norway,NOR,1/14/2022,,,,85.17,85.35,93.59,96.37,98.74,95.47,57.67
Norway,NOR,1/21/2022,,,,85.75,85.71,93.77,96.47,98.8,95.55,57.77
Norway,NOR,1/28/2022,,,,86.18,85.98,93.88,96.54,98.84,95.61,57.88
Norway,NOR,02-04-2022,,,,86.48,86.16,93.97,96.59,98.88,95.67,58.02
Norway,NOR,02-11-2022,,,,86.67,86.31,94.04,96.63,98.91,95.73,58.05
Norway,NOR,2/18/2022,,,,86.8,86.41,94.08,96.66,98.94,95.78,58.19
Norway,NOR,2/25/2022,,,,86.89,86.48,94.12,96.69,98.96,95.81,58.23
Norway,NOR,03-04-2022,,,,86.96,86.52,94.14,96.71,98.97,95.83,58.26
Norway,NOR,03-11-2022,,,,87.01,86.56,94.16,96.72,98.99,95.85,58.41
Norway,NOR,3/18/2022,,,,87.06,86.59,94.17,96.73,98.99,95.86,58.55
Norway,NOR,3/25/2022,,,,87.1,86.62,94.18,96.74,99,95.87,58.71
Norway,NOR,04-01-2022,,,,87.14,86.64,94.19,96.75,99,95.88,58.88
Norway,NOR,04-08-2022,,,,87.17,86.67,94.2,96.76,99.01,95.88,59.09
Norway,NOR,4/15/2022,,,,87.18,86.68,94.2,96.76,99.01,95.88,59.15
