Entity,Code,Day,people_vaccinated_per_hundred
Czechia,CZE,26-01-2022,33.91
Czechia,CZE,27-01-2022,34.21
Czechia,CZE,28-01-2022,34.66
Czechia,CZE,29-01-2022,34.75
Czechia,CZE,30-01-2022,34.78
Czechia,CZE,31-01-2022,35.02
Czechia,CZE,01-02-2022,35.21
Czechia,CZE,02-02-2022,35.4
Czechia,CZE,03-02-2022,35.59
Czechia,CZE,04-02-2022,35.87
Czechia,CZE,05-02-2022,35.91
Czechia,CZE,06-02-2022,35.93
Czechia,CZE,07-02-2022,36.05
Czechia,CZE,08-02-2022,36.16
Czechia,CZE,09-02-2022,36.27
Czechia,CZE,10-02-2022,36.38
Czechia,CZE,11-02-2022,36.56
Czechia,CZE,12-02-2022,36.58
Czechia,CZE,13-02-2022,36.6
Czechia,CZE,14-02-2022,36.67
Czechia,CZE,15-02-2022,36.74
Czechia,CZE,16-02-2022,36.81
Czechia,CZE,17-02-2022,36.89
Czechia,CZE,18-02-2022,37.02
Czechia,CZE,19-02-2022,37.04
Czechia,CZE,20-02-2022,37.05
Czechia,CZE,21-02-2022,37.1
Czechia,CZE,22-02-2022,37.15
Czechia,CZE,23-02-2022,37.21
Czechia,CZE,24-02-2022,37.26
Czechia,CZE,25-02-2022,37.37
Czechia,CZE,26-02-2022,37.38
Czechia,CZE,27-02-2022,37.39
Czechia,CZE,28-02-2022,37.43
Czechia,CZE,01-03-2022,37.46
Czechia,CZE,02-03-2022,37.5
Czechia,CZE,03-03-2022,37.53
Czechia,CZE,04-03-2022,37.6
Czechia,CZE,05-03-2022,37.6
Czechia,CZE,06-03-2022,37.6
Czechia,CZE,07-03-2022,37.63
Czechia,CZE,08-03-2022,37.65
Czechia,CZE,09-03-2022,37.68
Czechia,CZE,10-03-2022,37.71
Czechia,CZE,11-03-2022,37.77
Czechia,CZE,12-03-2022,37.78
Czechia,CZE,13-03-2022,37.78
Czechia,CZE,14-03-2022,37.81
Czechia,CZE,15-03-2022,37.83
Czechia,CZE,16-03-2022,37.86
Czechia,CZE,17-03-2022,37.89
Czechia,CZE,18-03-2022,37.95
Czechia,CZE,19-03-2022,37.96
Czechia,CZE,20-03-2022,37.96
Czechia,CZE,21-03-2022,37.98
Czechia,CZE,22-03-2022,38
Czechia,CZE,23-03-2022,38.03
Czechia,CZE,24-03-2022,38.06
Czechia,CZE,25-03-2022,38.12
Czechia,CZE,26-03-2022,38.12
Czechia,CZE,27-03-2022,38.12
Czechia,CZE,28-03-2022,38.15
Czechia,CZE,29-03-2022,38.17
Czechia,CZE,30-03-2022,38.19
Czechia,CZE,31-03-2022,38.22
Czechia,CZE,01-04-2022,38.28
Czechia,CZE,02-04-2022,38.29
Czechia,CZE,03-04-2022,38.29
Czechia,CZE,04-04-2022,38.3
Czechia,CZE,05-04-2022,38.32
Czechia,CZE,06-04-2022,38.35
Czechia,CZE,07-04-2022,38.37
Czechia,CZE,08-04-2022,38.43
Czechia,CZE,09-04-2022,38.43
Czechia,CZE,10-04-2022,38.43
Czechia,CZE,11-04-2022,38.45
Czechia,CZE,12-04-2022,38.47
Czechia,CZE,13-04-2022,38.5
Czechia,CZE,14-04-2022,38.53
Czechia,CZE,15-04-2022,38.53
Czechia,CZE,16-04-2022,38.54
Czechia,CZE,17-04-2022,38.54
Czechia,CZE,18-04-2022,38.54
Czechia,CZE,19-04-2022,38.55
Czechia,CZE,20-04-2022,38.58
Czechia,CZE,21-04-2022,38.6
Czechia,CZE,22-04-2022,38.65
Czechia,CZE,23-04-2022,38.66
Czechia,CZE,24-04-2022,38.66
Czechia,CZE,25-04-2022,38.68
Czechia,CZE,26-04-2022,38.69
Czechia,CZE,27-04-2022,38.71
Czechia,CZE,28-04-2022,38.74
Czechia,CZE,29-04-2022,38.78
Czechia,CZE,30-04-2022,38.79
Czechia,CZE,01-05-2022,38.79
Czechia,CZE,02-05-2022,38.8
Czechia,CZE,03-05-2022,38.81
Czechia,CZE,04-05-2022,38.83
Czechia,CZE,05-05-2022,38.85
Czechia,CZE,06-05-2022,38.9
Czechia,CZE,07-05-2022,38.9
Czechia,CZE,08-05-2022,38.9
Czechia,CZE,09-05-2022,38.91
Czechia,CZE,10-05-2022,38.93
Czechia,CZE,11-05-2022,38.95
Czechia,CZE,12-05-2022,38.97
Czechia,CZE,13-05-2022,39.01
Czechia,CZE,14-05-2022,39.01
Czechia,CZE,15-05-2022,39.02
Czechia,CZE,16-05-2022,39.03
Czechia,CZE,17-05-2022,39.04
Czechia,CZE,18-05-2022,39.06
Czechia,CZE,19-05-2022,39.08
Czechia,CZE,20-05-2022,39.11
Czechia,CZE,21-05-2022,39.12
Czechia,CZE,22-05-2022,39.12
Czechia,CZE,23-05-2022,39.13
Czechia,CZE,24-05-2022,39.14
Czechia,CZE,25-05-2022,39.16
Czechia,CZE,26-05-2022,39.18
Denmark,DNK,23-02-2021,0
Denmark,DNK,24-02-2021,0
Denmark,DNK,25-02-2021,0
Denmark,DNK,26-02-2021,0
Denmark,DNK,27-02-2021,0
Denmark,DNK,28-02-2021,0
Denmark,DNK,01-03-2021,0
Denmark,DNK,02-03-2021,0
Denmark,DNK,03-03-2021,0
Denmark,DNK,04-03-2021,0
Denmark,DNK,05-03-2021,0
Denmark,DNK,06-03-2021,0
Denmark,DNK,07-03-2021,0
Denmark,DNK,08-03-2021,0
Denmark,DNK,09-03-2021,0
Denmark,DNK,10-03-2021,0
Denmark,DNK,11-03-2021,0
Denmark,DNK,12-03-2021,0
Denmark,DNK,13-03-2021,0
Denmark,DNK,14-03-2021,0
Denmark,DNK,15-03-2021,0
Denmark,DNK,16-03-2021,0
Denmark,DNK,17-03-2021,0
Denmark,DNK,18-03-2021,0
Denmark,DNK,19-03-2021,0
Denmark,DNK,20-03-2021,0
Denmark,DNK,21-03-2021,0
Denmark,DNK,22-03-2021,0
Denmark,DNK,23-03-2021,0
Denmark,DNK,24-03-2021,0
Denmark,DNK,25-03-2021,0
Denmark,DNK,26-03-2021,0
Denmark,DNK,27-03-2021,0
Denmark,DNK,28-03-2021,0
Denmark,DNK,29-03-2021,0
Denmark,DNK,30-03-2021,0
Denmark,DNK,31-03-2021,0
Denmark,DNK,01-04-2021,0
Denmark,DNK,02-04-2021,0
Denmark,DNK,03-04-2021,0
Denmark,DNK,04-04-2021,0
Denmark,DNK,05-04-2021,0
Denmark,DNK,06-04-2021,0
Denmark,DNK,07-04-2021,0
Denmark,DNK,08-04-2021,0
Denmark,DNK,09-04-2021,0
Denmark,DNK,10-04-2021,0
Denmark,DNK,11-04-2021,0
Denmark,DNK,12-04-2021,0
Denmark,DNK,13-04-2021,0
Denmark,DNK,14-04-2021,0
Denmark,DNK,15-04-2021,0
Denmark,DNK,16-04-2021,0
Denmark,DNK,17-04-2021,0
Denmark,DNK,18-04-2021,0
Denmark,DNK,19-04-2021,0
Denmark,DNK,20-04-2021,0
Denmark,DNK,21-04-2021,0
Denmark,DNK,22-04-2021,0
Denmark,DNK,23-04-2021,0
Denmark,DNK,24-04-2021,0
Denmark,DNK,25-04-2021,0
Denmark,DNK,26-04-2021,0
Denmark,DNK,27-04-2021,0
Denmark,DNK,28-04-2021,0
Denmark,DNK,29-04-2021,0
Denmark,DNK,30-04-2021,0
Denmark,DNK,01-05-2021,0
Denmark,DNK,02-05-2021,0
Denmark,DNK,03-05-2021,0
Denmark,DNK,04-05-2021,0
Denmark,DNK,05-05-2021,0
Denmark,DNK,06-05-2021,0
Denmark,DNK,07-05-2021,0
Denmark,DNK,08-05-2021,0
Denmark,DNK,09-05-2021,0
Denmark,DNK,10-05-2021,0
Denmark,DNK,11-05-2021,0
Denmark,DNK,12-05-2021,0
Denmark,DNK,13-05-2021,0
Denmark,DNK,14-05-2021,0
Denmark,DNK,15-05-2021,0
Denmark,DNK,16-05-2021,0
Denmark,DNK,17-05-2021,0
Denmark,DNK,18-05-2021,0
Denmark,DNK,19-05-2021,0
Denmark,DNK,20-05-2021,0
Denmark,DNK,21-05-2021,0
Denmark,DNK,22-05-2021,0
Denmark,DNK,23-05-2021,0
Denmark,DNK,24-05-2021,0
Denmark,DNK,25-05-2021,0
Denmark,DNK,26-05-2021,0
Denmark,DNK,27-05-2021,0
Denmark,DNK,28-05-2021,0
Denmark,DNK,29-05-2021,0
Denmark,DNK,30-05-2021,0
Denmark,DNK,31-05-2021,0
Denmark,DNK,01-06-2021,0
Denmark,DNK,02-06-2021,0
Denmark,DNK,03-06-2021,0
Denmark,DNK,04-06-2021,0
Denmark,DNK,05-06-2021,0
Denmark,DNK,06-06-2021,0
Denmark,DNK,07-06-2021,0
Denmark,DNK,08-06-2021,0
Denmark,DNK,09-06-2021,0
Denmark,DNK,10-06-2021,0
Denmark,DNK,11-06-2021,0
Denmark,DNK,12-06-2021,0
Denmark,DNK,13-06-2021,0
Denmark,DNK,14-06-2021,0
Denmark,DNK,15-06-2021,0
Denmark,DNK,16-06-2021,0
Denmark,DNK,17-06-2021,0
Denmark,DNK,18-06-2021,0
Denmark,DNK,19-06-2021,0
Denmark,DNK,20-06-2021,0
Denmark,DNK,21-06-2021,0
Denmark,DNK,22-06-2021,0
Denmark,DNK,23-06-2021,0
Denmark,DNK,24-06-2021,0
Denmark,DNK,25-06-2021,0
Denmark,DNK,26-06-2021,0
Denmark,DNK,27-06-2021,0
Denmark,DNK,28-06-2021,0
Denmark,DNK,29-06-2021,0
Denmark,DNK,30-06-2021,0
Denmark,DNK,01-07-2021,0
Denmark,DNK,02-07-2021,0
Denmark,DNK,03-07-2021,0
Denmark,DNK,04-07-2021,0
Denmark,DNK,05-07-2021,0
Denmark,DNK,06-07-2021,0
Denmark,DNK,07-07-2021,0
Denmark,DNK,08-07-2021,0
Denmark,DNK,09-07-2021,0
Denmark,DNK,10-07-2021,0
Denmark,DNK,11-07-2021,0
Denmark,DNK,12-07-2021,0
Denmark,DNK,13-07-2021,0
Denmark,DNK,14-07-2021,0
Denmark,DNK,15-07-2021,0.01
Denmark,DNK,16-07-2021,0.01
Denmark,DNK,17-07-2021,0.01
Denmark,DNK,18-07-2021,0.01
Denmark,DNK,19-07-2021,0.01
Denmark,DNK,20-07-2021,0.01
Denmark,DNK,21-07-2021,0.01
Denmark,DNK,22-07-2021,0.01
Denmark,DNK,23-07-2021,0.01
Denmark,DNK,24-07-2021,0.01
Denmark,DNK,25-07-2021,0.01
Denmark,DNK,26-07-2021,0.01
Denmark,DNK,27-07-2021,0.01
Denmark,DNK,28-07-2021,0.01
Denmark,DNK,29-07-2021,0.01
Denmark,DNK,30-07-2021,0.01
Denmark,DNK,31-07-2021,0.01
Denmark,DNK,01-08-2021,0.01
Denmark,DNK,02-08-2021,0.01
Denmark,DNK,03-08-2021,0.01
Denmark,DNK,04-08-2021,0.01
Denmark,DNK,05-08-2021,0.01
Denmark,DNK,06-08-2021,0.01
Denmark,DNK,07-08-2021,0.01
Denmark,DNK,08-08-2021,0.01
Denmark,DNK,09-08-2021,0.01
Denmark,DNK,10-08-2021,0.01
Denmark,DNK,11-08-2021,0.01
Denmark,DNK,12-08-2021,0.01
Denmark,DNK,13-08-2021,0.01
Denmark,DNK,14-08-2021,0.01
Denmark,DNK,15-08-2021,0.01
Denmark,DNK,16-08-2021,0.01
Denmark,DNK,17-08-2021,0.01
Denmark,DNK,18-08-2021,0.01
Denmark,DNK,19-08-2021,0.01
Denmark,DNK,20-08-2021,0.01
Denmark,DNK,21-08-2021,0.01
Denmark,DNK,22-08-2021,0.01
Denmark,DNK,23-08-2021,0.01
Denmark,DNK,24-08-2021,0.01
Denmark,DNK,25-08-2021,0.01
Denmark,DNK,26-08-2021,0.01
Denmark,DNK,27-08-2021,0.01
Denmark,DNK,28-08-2021,0.01
Denmark,DNK,29-08-2021,0.01
Denmark,DNK,30-08-2021,0.01
Denmark,DNK,31-08-2021,0.01
Denmark,DNK,01-09-2021,0.01
Denmark,DNK,02-09-2021,0.01
Denmark,DNK,03-09-2021,0.01
Denmark,DNK,04-09-2021,0.01
Denmark,DNK,05-09-2021,0.01
Denmark,DNK,06-09-2021,0.01
Denmark,DNK,07-09-2021,0.01
Denmark,DNK,08-09-2021,0.01
Denmark,DNK,09-09-2021,0.02
Denmark,DNK,10-09-2021,0.03
Denmark,DNK,11-09-2021,0.08
Denmark,DNK,12-09-2021,0.11
Denmark,DNK,13-09-2021,0.19
Denmark,DNK,14-09-2021,0.27
Denmark,DNK,15-09-2021,0.36
Denmark,DNK,16-09-2021,0.45
Denmark,DNK,17-09-2021,0.52
Denmark,DNK,18-09-2021,0.54
Denmark,DNK,19-09-2021,0.55
Denmark,DNK,20-09-2021,0.63
Denmark,DNK,21-09-2021,0.71
Denmark,DNK,22-09-2021,0.8
Denmark,DNK,23-09-2021,0.87
Denmark,DNK,24-09-2021,0.93
Denmark,DNK,25-09-2021,0.94
Denmark,DNK,26-09-2021,0.95
Denmark,DNK,27-09-2021,1.01
Denmark,DNK,28-09-2021,1.06
Denmark,DNK,29-09-2021,1.1
Denmark,DNK,30-09-2021,1.13
Denmark,DNK,01-10-2021,1.16
Denmark,DNK,02-10-2021,1.18
Denmark,DNK,03-10-2021,1.19
Denmark,DNK,04-10-2021,1.24
Denmark,DNK,05-10-2021,1.3
Denmark,DNK,06-10-2021,1.39
Denmark,DNK,07-10-2021,1.46
Denmark,DNK,08-10-2021,1.53
Denmark,DNK,09-10-2021,1.57
Denmark,DNK,10-10-2021,1.59
Denmark,DNK,11-10-2021,1.66
Denmark,DNK,12-10-2021,1.75
Denmark,DNK,13-10-2021,1.86
Denmark,DNK,14-10-2021,1.94
Denmark,DNK,15-10-2021,2.02
Denmark,DNK,16-10-2021,2.1
Denmark,DNK,17-10-2021,2.18
Denmark,DNK,18-10-2021,2.36
Denmark,DNK,19-10-2021,2.62
Denmark,DNK,20-10-2021,2.9
Denmark,DNK,21-10-2021,3.13
Denmark,DNK,22-10-2021,3.35
Denmark,DNK,23-10-2021,3.45
Denmark,DNK,24-10-2021,3.52
Denmark,DNK,25-10-2021,3.74
Denmark,DNK,26-10-2021,3.98
Denmark,DNK,27-10-2021,4.26
Denmark,DNK,28-10-2021,4.51
Denmark,DNK,29-10-2021,4.72
Denmark,DNK,30-10-2021,4.79
Denmark,DNK,31-10-2021,4.84
Denmark,DNK,01-11-2021,5.08
Denmark,DNK,02-11-2021,5.28
Denmark,DNK,03-11-2021,5.55
Denmark,DNK,04-11-2021,5.77
Denmark,DNK,05-11-2021,5.97
Denmark,DNK,06-11-2021,6.03
Denmark,DNK,07-11-2021,6.08
Denmark,DNK,08-11-2021,6.28
Denmark,DNK,09-11-2021,6.53
Denmark,DNK,10-11-2021,6.86
Denmark,DNK,11-11-2021,7.13
Denmark,DNK,12-11-2021,7.37
Denmark,DNK,13-11-2021,7.46
Denmark,DNK,14-11-2021,7.54
Denmark,DNK,15-11-2021,7.81
Denmark,DNK,16-11-2021,8.06
Denmark,DNK,17-11-2021,8.48
Denmark,DNK,18-11-2021,8.88
Denmark,DNK,19-11-2021,9.25
Denmark,DNK,20-11-2021,9.48
Denmark,DNK,21-11-2021,9.61
Denmark,DNK,22-11-2021,10.1
Denmark,DNK,23-11-2021,10.65
Denmark,DNK,24-11-2021,11.25
Denmark,DNK,25-11-2021,11.83
Denmark,DNK,26-11-2021,12.28
Denmark,DNK,27-11-2021,12.59
Denmark,DNK,28-11-2021,12.88
Denmark,DNK,29-11-2021,13.38
Denmark,DNK,30-11-2021,13.91
Denmark,DNK,01-12-2021,14.49
Denmark,DNK,02-12-2021,15.05
Denmark,DNK,03-12-2021,15.53
Denmark,DNK,04-12-2021,15.84
Denmark,DNK,05-12-2021,16.08
Denmark,DNK,06-12-2021,16.68
Denmark,DNK,07-12-2021,17.34
Denmark,DNK,08-12-2021,18.14
Denmark,DNK,09-12-2021,18.96
Denmark,DNK,10-12-2021,19.81
Denmark,DNK,11-12-2021,20.39
Denmark,DNK,12-12-2021,20.95
Denmark,DNK,13-12-2021,22.38
Denmark,DNK,14-12-2021,24.25
Denmark,DNK,15-12-2021,26.55
Denmark,DNK,16-12-2021,29.09
Denmark,DNK,17-12-2021,31.59
Denmark,DNK,18-12-2021,33.01
Denmark,DNK,19-12-2021,34.23
Denmark,DNK,20-12-2021,36.52
Denmark,DNK,21-12-2021,38.39
Denmark,DNK,22-12-2021,39.99
Denmark,DNK,23-12-2021,41.3
Denmark,DNK,24-12-2021,41.46
Denmark,DNK,25-12-2021,41.77
Denmark,DNK,26-12-2021,42.24
Denmark,DNK,27-12-2021,43.81
Denmark,DNK,28-12-2021,45.27
Denmark,DNK,29-12-2021,46.55
Denmark,DNK,30-12-2021,47.3
Denmark,DNK,31-12-2021,47.39
Denmark,DNK,01-01-2022,47.51
Denmark,DNK,02-01-2022,48.07
Denmark,DNK,03-01-2022,49.05
Denmark,DNK,04-01-2022,49.97
Denmark,DNK,05-01-2022,50.77
Denmark,DNK,06-01-2022,51.52
Denmark,DNK,07-01-2022,52.31
Denmark,DNK,08-01-2022,52.72
Denmark,DNK,09-01-2022,53.1
Denmark,DNK,10-01-2022,53.7
Denmark,DNK,11-01-2022,54.18
Denmark,DNK,12-01-2022,54.72
Denmark,DNK,13-01-2022,55.34
Denmark,DNK,14-01-2022,55.96
Denmark,DNK,15-01-2022,56.3
Denmark,DNK,16-01-2022,56.65
Denmark,DNK,17-01-2022,57.22
Denmark,DNK,18-01-2022,57.68
Denmark,DNK,19-01-2022,58.07
Denmark,DNK,20-01-2022,58.4
Denmark,DNK,21-01-2022,58.77
Denmark,DNK,22-01-2022,58.94
Denmark,DNK,23-01-2022,59.12
Denmark,DNK,24-01-2022,59.4
Denmark,DNK,25-01-2022,59.62
Denmark,DNK,26-01-2022,59.81
Denmark,DNK,27-01-2022,59.97
Denmark,DNK,28-01-2022,60.15
Denmark,DNK,29-01-2022,60.23
Denmark,DNK,30-01-2022,60.29
Denmark,DNK,31-01-2022,60.42
Denmark,DNK,01-02-2022,60.51
Denmark,DNK,02-02-2022,60.59
Denmark,DNK,03-02-2022,60.67
Denmark,DNK,04-02-2022,60.75
Denmark,DNK,05-02-2022,60.8
Denmark,DNK,06-02-2022,60.83
Denmark,DNK,07-02-2022,60.9
Denmark,DNK,08-02-2022,60.96
Denmark,DNK,09-02-2022,61.02
Denmark,DNK,10-02-2022,61.07
Denmark,DNK,11-02-2022,61.13
Denmark,DNK,12-02-2022,61.16
Denmark,DNK,13-02-2022,61.18
Denmark,DNK,14-02-2022,61.22
Denmark,DNK,15-02-2022,61.26
Denmark,DNK,16-02-2022,61.29
Denmark,DNK,17-02-2022,61.32
Denmark,DNK,18-02-2022,61.35
Denmark,DNK,19-02-2022,61.37
Denmark,DNK,20-02-2022,61.38
Denmark,DNK,21-02-2022,61.41
Denmark,DNK,22-02-2022,61.45
Denmark,DNK,23-02-2022,61.48
Denmark,DNK,24-02-2022,61.51
Denmark,DNK,25-02-2022,61.54
Denmark,DNK,26-02-2022,61.55
Denmark,DNK,27-02-2022,61.57
Denmark,DNK,28-02-2022,61.59
Denmark,DNK,01-03-2022,61.62
Denmark,DNK,02-03-2022,61.64
Denmark,DNK,03-03-2022,61.66
Denmark,DNK,04-03-2022,61.68
Denmark,DNK,05-03-2022,61.7
Denmark,DNK,06-03-2022,61.71
Denmark,DNK,07-03-2022,61.74
Denmark,DNK,08-03-2022,61.76
Denmark,DNK,09-03-2022,61.77
Denmark,DNK,10-03-2022,61.79
Denmark,DNK,11-03-2022,61.81
Denmark,DNK,12-03-2022,61.82
Denmark,DNK,13-03-2022,61.83
Denmark,DNK,14-03-2022,61.85
Denmark,DNK,15-03-2022,61.87
Denmark,DNK,16-03-2022,61.89
Denmark,DNK,17-03-2022,61.91
Denmark,DNK,18-03-2022,61.92
Denmark,DNK,19-03-2022,61.93
Denmark,DNK,20-03-2022,61.94
Denmark,DNK,21-03-2022,61.96
Denmark,DNK,22-03-2022,61.97
Denmark,DNK,23-03-2022,61.99
Denmark,DNK,24-03-2022,62
Denmark,DNK,25-03-2022,62.02
Denmark,DNK,26-03-2022,62.02
Denmark,DNK,27-03-2022,62.03
Denmark,DNK,28-03-2022,62.05
Denmark,DNK,29-03-2022,62.06
Denmark,DNK,30-03-2022,62.07
Denmark,DNK,31-03-2022,62.09
Denmark,DNK,01-04-2022,62.1
Denmark,DNK,02-04-2022,62.1
Denmark,DNK,03-04-2022,62.11
Denmark,DNK,04-04-2022,62.13
Denmark,DNK,05-04-2022,62.14
Denmark,DNK,06-04-2022,62.15
Denmark,DNK,07-04-2022,62.16
Denmark,DNK,08-04-2022,62.17
Denmark,DNK,09-04-2022,62.18
Denmark,DNK,10-04-2022,62.19
Denmark,DNK,11-04-2022,62.2
Denmark,DNK,12-04-2022,62.21
Denmark,DNK,13-04-2022,62.22
Denmark,DNK,14-04-2022,62.22
Denmark,DNK,15-04-2022,62.23
Denmark,DNK,16-04-2022,62.23
Denmark,DNK,17-04-2022,62.23
Denmark,DNK,18-04-2022,62.24
Denmark,DNK,19-04-2022,62.25
Denmark,DNK,20-04-2022,62.26
Denmark,DNK,21-04-2022,62.27
Denmark,DNK,22-04-2022,62.27
Denmark,DNK,23-04-2022,62.28
Denmark,DNK,24-04-2022,62.29
Denmark,DNK,25-04-2022,62.31
Denmark,DNK,26-04-2022,62.32
Denmark,DNK,27-04-2022,62.33
Denmark,DNK,28-04-2022,62.33
Denmark,DNK,29-04-2022,62.34
Denmark,DNK,30-04-2022,62.35
Denmark,DNK,01-05-2022,62.36
Denmark,DNK,02-05-2022,62.37
Denmark,DNK,03-05-2022,62.38
Denmark,DNK,04-05-2022,62.39
Denmark,DNK,05-05-2022,62.4
Denmark,DNK,06-05-2022,62.41
Denmark,DNK,07-05-2022,62.42
Denmark,DNK,08-05-2022,62.43
Denmark,DNK,09-05-2022,62.44
Denmark,DNK,10-05-2022,62.45
Denmark,DNK,11-05-2022,62.46
Denmark,DNK,12-05-2022,62.47
Denmark,DNK,13-05-2022,62.48
Denmark,DNK,14-05-2022,62.48
Denmark,DNK,15-05-2022,62.49
Denmark,DNK,16-05-2022,62.5
Denmark,DNK,17-05-2022,62.51
Denmark,DNK,18-05-2022,62.52
Denmark,DNK,19-05-2022,62.53
Denmark,DNK,20-05-2022,62.54
Denmark,DNK,21-05-2022,62.55
Denmark,DNK,22-05-2022,62.55
Denmark,DNK,23-05-2022,62.56
Estonia,EST,06-01-2021,0
Estonia,EST,07-01-2021,0
Estonia,EST,08-01-2021,0
Estonia,EST,09-01-2021,0
Estonia,EST,10-01-2021,0
Estonia,EST,11-01-2021,0
Estonia,EST,12-01-2021,0
Estonia,EST,13-01-2021,0
Estonia,EST,14-01-2021,0
Estonia,EST,15-01-2021,0
Estonia,EST,16-01-2021,0
Estonia,EST,17-01-2021,0
Estonia,EST,18-01-2021,0
Estonia,EST,19-01-2021,0
Estonia,EST,20-01-2021,0
Estonia,EST,21-01-2021,0
Estonia,EST,22-01-2021,0
Estonia,EST,23-01-2021,0
Estonia,EST,24-01-2021,0
Estonia,EST,25-01-2021,0.01
Estonia,EST,26-01-2021,0.01
Estonia,EST,27-01-2021,0.01
Estonia,EST,28-01-2021,0.01
Estonia,EST,29-01-2021,0.01
Estonia,EST,30-01-2021,0.01
Estonia,EST,31-01-2021,0.01
Estonia,EST,01-02-2021,0.02
Estonia,EST,02-02-2021,0.02
Estonia,EST,03-02-2021,0.03
Estonia,EST,04-02-2021,0.03
Estonia,EST,05-02-2021,0.04
Estonia,EST,06-02-2021,0.04
Estonia,EST,07-02-2021,0.04
Estonia,EST,08-02-2021,0.04
Estonia,EST,09-02-2021,0.04
Estonia,EST,10-02-2021,0.04
Estonia,EST,11-02-2021,0.05
Estonia,EST,12-02-2021,0.05
Estonia,EST,13-02-2021,0.05
Estonia,EST,14-02-2021,0.05
Estonia,EST,15-02-2021,0.05
Estonia,EST,16-02-2021,0.06
Estonia,EST,17-02-2021,0.06
Estonia,EST,18-02-2021,0.06
Estonia,EST,19-02-2021,0.06
Estonia,EST,20-02-2021,0.06
Estonia,EST,21-02-2021,0.06
Estonia,EST,22-02-2021,0.07
Estonia,EST,23-02-2021,0.07
Estonia,EST,24-02-2021,0.07
Estonia,EST,25-02-2021,0.08
Estonia,EST,26-02-2021,0.08
Estonia,EST,27-02-2021,0.09
Estonia,EST,28-02-2021,0.09
Estonia,EST,01-03-2021,0.09
Estonia,EST,02-03-2021,0.09
Estonia,EST,03-03-2021,0.09
Estonia,EST,04-03-2021,0.1
Estonia,EST,05-03-2021,0.1
Estonia,EST,06-03-2021,0.1
Estonia,EST,07-03-2021,0.1
Estonia,EST,08-03-2021,0.1
Estonia,EST,09-03-2021,0.1
Estonia,EST,10-03-2021,0.1
Estonia,EST,11-03-2021,0.11
Estonia,EST,12-03-2021,0.11
Estonia,EST,13-03-2021,0.11
Estonia,EST,14-03-2021,0.11
Estonia,EST,15-03-2021,0.11
Estonia,EST,16-03-2021,0.11
Estonia,EST,17-03-2021,0.11
Estonia,EST,18-03-2021,0.12
Estonia,EST,19-03-2021,0.12
Estonia,EST,20-03-2021,0.12
Estonia,EST,21-03-2021,0.12
Estonia,EST,22-03-2021,0.12
Estonia,EST,23-03-2021,0.12
Estonia,EST,24-03-2021,0.13
Estonia,EST,25-03-2021,0.13
Estonia,EST,26-03-2021,0.13
Estonia,EST,27-03-2021,0.14
Estonia,EST,28-03-2021,0.14
Estonia,EST,29-03-2021,0.14
Estonia,EST,30-03-2021,0.14
Estonia,EST,31-03-2021,0.14
Estonia,EST,01-04-2021,0.15
Estonia,EST,02-04-2021,0.15
Estonia,EST,03-04-2021,0.15
Estonia,EST,04-04-2021,0.15
Estonia,EST,05-04-2021,0.16
Estonia,EST,06-04-2021,0.16
Estonia,EST,07-04-2021,0.17
Estonia,EST,08-04-2021,0.17
Estonia,EST,09-04-2021,0.18
Estonia,EST,10-04-2021,0.18
Estonia,EST,11-04-2021,0.18
Estonia,EST,12-04-2021,0.18
Estonia,EST,13-04-2021,0.19
Estonia,EST,14-04-2021,0.19
Estonia,EST,15-04-2021,0.2
Estonia,EST,16-04-2021,0.21
Estonia,EST,17-04-2021,0.21
Estonia,EST,18-04-2021,0.22
Estonia,EST,19-04-2021,0.22
Estonia,EST,20-04-2021,0.22
Estonia,EST,21-04-2021,0.23
Estonia,EST,22-04-2021,0.24
Estonia,EST,23-04-2021,0.25
Estonia,EST,24-04-2021,0.25
Estonia,EST,25-04-2021,0.25
Estonia,EST,26-04-2021,0.26
Estonia,EST,27-04-2021,0.26
Estonia,EST,28-04-2021,0.28
Estonia,EST,29-04-2021,0.3
Estonia,EST,30-04-2021,0.32
Estonia,EST,01-05-2021,0.32
Estonia,EST,02-05-2021,0.32
Estonia,EST,03-05-2021,0.33
Estonia,EST,04-05-2021,0.33
Estonia,EST,05-05-2021,0.35
Estonia,EST,06-05-2021,0.38
Estonia,EST,07-05-2021,0.4
Estonia,EST,08-05-2021,0.4
Estonia,EST,09-05-2021,0.4
Estonia,EST,10-05-2021,0.4
Estonia,EST,11-05-2021,0.41
Estonia,EST,12-05-2021,0.43
Estonia,EST,13-05-2021,0.45
Estonia,EST,14-05-2021,0.46
Estonia,EST,15-05-2021,0.47
Estonia,EST,16-05-2021,0.47
Estonia,EST,17-05-2021,0.47
Estonia,EST,18-05-2021,0.48
Estonia,EST,19-05-2021,0.48
Estonia,EST,20-05-2021,0.5
Estonia,EST,21-05-2021,0.51
Estonia,EST,22-05-2021,0.51
Estonia,EST,23-05-2021,0.51
Estonia,EST,24-05-2021,0.52
Estonia,EST,25-05-2021,0.52
Estonia,EST,26-05-2021,0.53
Estonia,EST,27-05-2021,0.55
Estonia,EST,28-05-2021,0.56
Estonia,EST,29-05-2021,0.56
Estonia,EST,30-05-2021,0.56
Estonia,EST,31-05-2021,0.57
